169,Keiko,3,1,8
170,Nichole,5,4,2
171,Ina,2,2,1
172,Faith,7,9,9
173,Marcia,9,8,5
174,Madison,1,3,10
175,Amber,9,3,10
176,Melodie,10,5,7
177,Cheryl,6,7,6
178,Molly,1,8,4
179,MacKensie,9,1,4
180,MacKensie,10,4,4
181,Kessie,10,7,6
182,Kimberley,4,4,1
183,Chiquita,9,5,9
184,Imogene,9,3,2
185,Colette,5,8,1
186,Maryam,10,10,9
187,Cecilia,4,4,6
188,Jada,3,10,4
189,Carol,7,2,1
190,Megan,6,8,7
191,Nina,8,9,1
192,Teagan,9,4,6
193,Reagan,9,5,7
194,Nita,4,9,2
195,Orla,5,10,6
196,Gretchen,1,5,1
197,Chanda,7,6,3
198,Dora,3,8,6
199,Yolanda,5,3,5
200,Lilah,10,10,3
201,Jenna,5,9,1
202,Ruby,4,1,9
203,India,2,8,10
204,Christen,7,8,9
205,Summer,10,10,3
206,Juliet,8,8,9
207,Teagan,8,7,7
208,Kylynn,10,5,3
209,Sade,9,10,1
210,Michelle,1,1,6
211,Abra,7,3,5
212,Madaline,3,8,10
213,Shelly,8,5,9
214,Kiona,2,3,1
215,Marcia,1,10,4
216,Moana,5,2,8
217,Martena,9,7,10
218,Katell,9,2,7
219,Zelda,2,1,5
220,Lunea,7,6,5
221,Carol,9,5,10
222,Zoe,1,4,1
223,Cameran,9,10,3
224,Suki,4,2,1
225,Heather,6,2,9
226,Audrey,6,3,3
227,Tamekah,5,6,3
228,Rama,5,8,10
229,Tana,2,7,7
230,Ainsley,10,10,5
231,Deanna,6,4,10
232,Gail,3,5,5
233,Nelle,10,4,10
234,Velma,8,4,4
235,Donna,3,7,1
236,Cathleen,8,8,4
237,Cora,9,7,4
238,Gretchen,2,2,8
239,Patricia,4,9,2
240,Sopoline,8,9,3
241,Lois,9,2,6
242,Kellie,7,8,7
243,Ignacia,10,4,5
244,Fiona,4,4,8
245,Kylie,7,5,6
246,Alana,6,9,2
247,Eleanor,3,4,10
248,Wanda,5,5,6
249,Isadora,4,2,1
250,Aimee,2,5,4
251,Sopoline,4,1,1
252,MacKenzie,10,4,6
253,Imelda,10,4,7
254,Zelda,10,10,7
255,Ginger,10,8,9
256,Kellie,7,6,3
257,Jennifer,3,2,5
258,Madaline,4,8,5
259,Vanna,5,7,9
260,Kylie,2,3,5
261,Sonya,10,1,10
262,Calista,6,10,6
263,Bianca,3,5,7
264,Larissa,10,8,4
265,Allegra,10,3,6
266,Kalia,1,8,10
267,Reagan,10,8,4
268,Winter,2,6,3
269,Imani,3,7,1
270,Moana,3,4,10
271,Sloane,8,5,1
272,Genevieve,5,8,1
273,Lillian,5,4,2
274,Ebony,4,5,3
275,Ebony,2,8,5
276,Constance,4,7,2
277,Serena,6,4,10
278,Zia,2,10,8
279,Cally,3,2,3
280,Beatrice,9,9,5
281,Lacy,7,1,1
282,Audra,4,1,6
283,Rhea,9,2,3
284,Sacha,2,6,10
285,Zelenia,8,1,7
286,Marny,8,8,4
287,Kaden,7,3,4
288,Sacha,6,1,10
289,Anastasia,4,7,3
290,Virginia,10,4,8
291,Kathleen,3,8,10
292,Bell,1,7,8
293,Scarlett,1,9,8
294,Jamalia,2,10,8
295,Winifred,2,2,1
296,Karina,9,3,4
297,Sylvia,8,9,5
298,Nichole,6,8,2
299,Pandora,10,1,1
300,Francesca,7,4,2
301,Kaye,3,5,6
302,Justina,2,8,9
303,Chanda,1,4,8
304,Avye,3,9,1
305,Miriam,4,7,4
306,Maggy,3,6,9
307,Cora,10,6,9
308,Celeste,3,4,4
309,Sasha,3,9,9
310,Ginger,2,8,1
311,Hadley,7,1,2
312,Sacha,5,9,6
313,Hedwig,3,4,8
314,Taylor,5,4,4
315,Heidi,10,4,1
316,Dana,2,8,5
317,Candice,2,3,2
318,Laura,1,8,9
319,Blossom,4,2,3
320,Breanna,7,1,10
321,Kiona,10,9,2
322,Tanya,1,4,2
323,Chanda,2,9,2
324,Ainsley,4,9,2
325,Patience,7,7,1
326,Velma,8,9,5
327,Madison,1,9,1
328,Calista,1,8,1
329,September,1,5,6
330,Bree,3,1,10
331,Ursula,5,9,1
332,Faith,10,7,4
333,Sarah,8,4,8
334,Karyn,7,9,6
335,Helen,1,8,7
336,Martina,1,9,3
337,May,2,2,3
338,Rachel,3,7,1
339,Juliet,6,9,5
340,Glenna,1,7,5
341,Kylee,6,4,2
342,Guinevere,4,7,7
343,Hedda,8,4,3
344,Maite,9,5,2
345,Clio,1,7,8
346,Zelenia,2,9,2
347,Alma,8,1,9
348,Ila,7,9,2
349,Holly,6,3,4
350,Janna,1,7,3
351,Orla,9,9,10
352,Penelope,3,9,5
353,Quon,5,8,6
354,Jillian,9,6,10
355,Ingrid,8,6,3
356,Sage,10,1,9
357,Doris,4,5,1
358,Shannon,4,8,7
359,Maggy,7,1,2
360,Nicole,5,6,5
361,Jillian,6,5,1
362,Kimberly,10,5,5
363,Shelley,4,8,5
364,Cynthia,9,5,3
365,Lydia,7,6,2
366,Ivory,1,1,9
367,Maris,10,9,1
368,Amity,1,7,10
369,Lynn,9,1,2
370,Hedda,1,4,1
371,Isadora,9,1,10
372,Willa,7,9,7
373,Winifred,8,10,6
374,Anika,10,3,1
375,Alyssa,3,5,7
376,Piper,1,8,10
377,Madaline,2,10,8
378,Oprah,1,10,4
379,Paula,2,8,3
380,Kaden,8,8,10
381,Yeo,7,4,4
382,Amena,5,8,9
383,Rhea,9,9,10
384,Roanna,8,4,5
385,Amethyst,10,3,2
386,Zena,3,5,5
387,Juliet,9,7,3
388,Claire,8,1,10
389,Guinevere,6,10,5
390,Sierra,7,7,8
391,Sydnee,4,10,10
392,Sophia,7,10,9
393,Gillian,4,1,3
394,Sigourney,10,10,5
395,Aurelia,8,7,3
396,Adena,4,7,1
397,Naomi,8,2,1
398,Jacqueline,8,10,2
399,Cecilia,1,3,6
400,Charde,9,4,6
401,Juliet,7,7,3
402,Suki,7,2,7
403,Ulla,1,5,9
404,Leila,2,3,2
405,Hillary,6,4,3
406,Iona,7,8,3
407,Barbara,2,6,5
408,Lee,4,2,5
409,Keelie,5,5,8
410,Erica,7,3,2
411,Joy,9,8,7
412,Lois,7,2,8
413,Mira,5,6,7
414,Denise,9,3,4
415,Madison,10,1,8
416,Karina,4,9,3
417,Halla,5,10,2
418,Alma,9,8,2
419,Lana,1,8,6
420,Amela,8,5,8
421,Breanna,10,5,8
422,Ursa,7,7,7
423,Nita,8,1,7
424,Karen,6,8,10
425,Gretchen,7,8,2
426,Mia,6,2,4
427,Justina,2,10,5
428,Aubrey,4,8,4
429,Judith,10,10,8
430,Gisela,1,6,6
431,Nadine,10,7,4
432,Audra,10,7,4
433,Imani,7,6,1
434,Madaline,2,2,1
435,Kendall,1,5,7
436,Sydnee,9,3,10
437,Candace,6,6,3
438,Jolie,2,2,4
439,Chava,9,7,10
440,Brooke,1,6,9
441,Sharon,8,8,8
442,Alana,3,1,1
443,Jennifer,6,3,2
444,Wendy,7,3,3
445,Ignacia,3,9,1
446,Blaine,2,8,8
447,Yvonne,3,10,10
448,Ayanna,3,1,2
449,Maxine,2,6,3
450,Veda,4,10,9
451,Harriet,8,10,4
452,Sara,8,7,9
453,Idola,3,6,7
454,Violet,3,5,3
455,Christine,6,2,5
456,Rebecca,1,4,1
457,Rachel,2,1,3
458,Carolyn,4,2,7
459,Jocelyn,8,5,5
460,Kellie,5,3,6
461,Hyacinth,3,5,4
462,Daria,7,5,6
463,Grace,5,9,9
464,Catherine,2,8,7
465,Hanae,6,8,5
466,Gillian,2,7,4
467,Signe,9,7,1
468,Tamekah,10,1,4
469,Katell,5,9,3
470,Beatrice,1,9,10
471,Margaret,10,2,8
472,Violet,8,6,5
473,Jena,2,7,3
474,Serina,10,5,3
475,Aiko,8,10,2
476,Leandra,7,5,4
477,Rhiannon,4,4,8
478,Sigourney,7,1,3
479,Sylvia,3,3,10
480,Teagan,5,2,1
481,Nichole,9,1,9
482,Shaeleigh,7,5,2
483,Demetria,1,5,1
484,Ima,10,6,1
485,Kellie,4,10,10
486,Nichole,8,8,2
487,Candace,10,10,6
488,Grace,2,5,2
489,Lacota,4,5,9
490,Hanna,2,8,1
491,Lee,3,8,8
492,Quintessa,6,4,3
493,Celeste,5,5,2
494,Sasha,2,3,9
495,Hannah,6,9,3
496,Karyn,2,3,2
497,Ainsley,2,1,7
498,Amanda,4,8,1
499,Amity,5,4,2
500,Beatrice,9,1,5
501,Constance,10,1,8
502,Nomlanga,10,4,4
503,Adrienne,1,7,7
504,Fay,6,2,5
505,Chelsea,2,5,9
506,Ora,9,4,7
507,Keiko,8,10,7
508,Pearl,7,7,8
509,Sara,7,3,2
510,Alice,8,2,1
511,Iris,2,10,8
512,Ursula,5,3,8
513,Madeline,7,3,9
514,Madison,3,8,10
515,Ina,5,4,8
516,Catherine,8,10,4
517,Hyacinth,6,4,4
518,Guinevere,6,1,9
519,Nayda,6,7,7
520,Tatum,9,3,1
521,Justina,4,10,1
522,Amy,5,7,10
523,Calista,10,4,1
524,Rhonda,5,1,3
525,Leigh,8,8,1
526,Leslie,10,2,10
527,Lydia,4,7,2
528,Constance,9,9,9
529,Quintessa,2,8,3
530,May,6,1,5
531,Jael,8,8,3
532,Lydia,1,6,9
533,Tatum,10,6,10
534,MacKenzie,1,2,7
535,Colleen,10,4,5
536,Alisa,9,3,5
537,Summer,1,8,7
538,Brenna,3,5,7
539,Haviva,6,1,10
540,Donna,8,3,4
541,Simone,1,5,9
542,Gwendolyn,7,9,2
543,Aretha,3,2,4
544,Shaeleigh,6,2,2
545,Adara,1,8,8
546,Cora,2,8,9
547,Julie,1,5,1
548,Kay,5,9,4
549,Fiona,9,10,8
550,Fallon,4,8,6
551,Sandra,2,4,6
552,Illana,7,9,7
553,Jasmine,10,1,5
554,Serina,1,8,3
555,Ramona,9,10,6
556,Deborah,9,8,6
557,Quynn,6,8,2
558,Kelsie,5,7,5
559,Lysandra,3,5,3
560,Mollie,4,1,9
561,Inga,2,3,6
562,Irene,1,9,8
563,Desirae,10,4,2
564,Naomi,5,2,2
565,Blossom,2,4,6
566,Mira,5,6,7
567,Germaine,9,1,10
568,Kristen,1,4,8
569,Kylynn,7,9,10
570,Bell,4,5,7
571,Haviva,7,1,6
572,Tasha,10,9,1
573,Skyler,8,7,10
574,Basia,7,8,3
575,Belle,8,2,2
576,Melyssa,3,5,10
577,Cynthia,6,9,8
578,Rose,8,9,5
579,Imogene,1,10,4
580,Stacey,10,8,10
581,Camille,1,3,6
582,Jenette,9,1,7
583,Diana,2,5,3
584,Denise,8,8,10
585,Roary,7,5,8
586,Rana,6,9,8
587,Brynne,2,2,2
588,Flavia,9,8,9
589,Kameko,5,6,4
590,Nelle,10,2,9
591,Lenore,10,1,4
592,Ruby,5,8,8
593,Odette,2,6,5
594,Willa,9,1,1
595,Latifah,4,2,6
596,Uta,10,8,8
597,Sade,6,6,4
598,Cally,2,4,3
599,Amaya,8,5,7
600,Olga,6,4,1
601,Ayanna,3,9,6
602,Ingrid,4,3,3
603,Karina,7,3,3
604,Imogene,9,9,6
605,Emma,5,1,6
606,Iona,4,1,6
607,Naomi,4,6,4
608,Jocelyn,3,4,8
609,Lael,6,4,10
610,Rosalyn,7,4,9
611,Kiara,5,8,4
612,Vivien,1,6,8
613,Lysandra,9,7,8
614,Joy,3,3,3
615,Chava,4,3,10
616,Samantha,3,3,3
617,Brooke,7,1,3
618,Ivory,6,8,4
619,Amaya,5,2,2
620,Rhona,7,3,8
621,Elizabeth,3,4,8
622,Jaden,10,4,5
623,Mechelle,10,2,7
624,Sloane,5,3,6
625,Audra,9,2,10
626,Whoopi,9,10,7
627,Sonya,9,1,10
628,Jemima,4,8,7
629,Zorita,4,3,2
630,Jillian,8,8,10
631,Zorita,2,1,2
632,Lila,4,10,5
633,Nichole,10,1,8
634,Neve,3,1,4
635,Hedwig,1,3,1
636,Quail,7,6,2
637,Destiny,8,8,2
638,Hermione,5,5,6
639,Shay,10,9,8
640,Ayanna,1,1,5
641,Lesley,3,5,2
642,Melissa,8,1,3
643,Clare,1,6,7
644,Ivy,10,9,9
645,Evangeline,5,7,2
646,April,7,10,10
647,Piper,3,5,3
648,Daryl,5,5,6
649,Ivy,10,8,1
650,Rebecca,4,4,9
651,Carissa,6,5,10
652,Iola,8,4,1
653,Desirae,8,3,3
654,Maggie,1,1,10
655,Amber,1,7,5
656,Leah,6,8,9
657,Vielka,7,10,6
658,Lila,8,2,5
659,Rowan,3,9,5
660,Zelda,2,7,6
661,Laurel,4,4,5
662,Noelani,7,2,1
663,Emma,10,8,10
664,Yvonne,5,8,5
665,Hilda,4,7,9
666,Carly,5,5,9
667,Gisela,7,10,2
668,Rama,6,7,10
669,Cassidy,1,6,2
670,Leah,5,6,8
671,Lenore,3,7,4
672,Alice,3,6,4
673,Ivory,5,8,8
674,Alana,6,8,1
675,Faith,8,5,3
676,Xena,3,1,2
677,Shoshana,10,1,3
678,Natalie,9,10,8
679,Sophia,1,5,10
680,Darryl,3,10,7
681,Brittany,5,1,10
682,Raven,6,1,5
683,Lilah,4,5,4
684,Ingrid,7,8,8
685,Tallulah,5,1,7
686,Kellie,3,3,6
687,Basia,1,9,2
688,Cleo,6,2,3
689,Rachel,1,6,5
690,Rosalyn,8,2,8
691,Freya,8,6,4
692,Pandora,1,1,2
693,Lila,9,7,3
694,Olympia,4,9,3
695,Delilah,9,7,7
696,Adele,7,2,3
697,Rowan,1,10,4
698,Althea,8,10,10
699,Katell,6,2,2
700,Jacqueline,7,5,7
701,Tanisha,9,10,8
702,Tatyana,1,7,10
703,Xyla,8,9,6
704,Avye,5,2,7
705,Kaden,8,10,2
706,Abra,9,8,7
707,Blaine,5,2,3
708,Candace,10,4,5
709,Hilda,4,9,9
710,Breanna,10,9,3
711,Joan,10,1,3
712,Noelani,6,1,6
713,Iola,3,2,2
714,Ina,2,8,4
715,Caryn,10,10,5
716,Tanisha,1,7,6
717,Shea,4,3,4
718,Jocelyn,6,2,10
719,Penelope,3,1,3
720,Hayley,6,2,5
721,Buffy,8,4,8
722,Emerald,3,7,9
723,Nicole,9,10,5
724,Samantha,5,1,7
725,Ginger,2,4,2
726,Jayme,9,6,7
727,Kylie,7,7,5
728,Holly,7,3,9
729,Kiona,1,8,6
730,Ocean,9,2,9
731,Grace,6,10,4
732,Shannon,10,4,6
733,Sharon,4,3,9
734,Illiana,6,1,6
735,Geraldine,3,4,2
736,Shelly,7,5,7
737,Emma,1,6,1
738,Hedy,8,7,1
739,Kim,9,6,4
740,Phyllis,2,8,8
741,Sarah,6,7,8
742,Aspen,3,8,5
743,Tanya,8,3,7
744,Macy,10,9,3
745,Hedda,10,3,7
746,Lacy,8,10,9
747,Anika,6,9,1
748,Michelle,1,7,2
749,Pascale,4,4,8
750,Emerald,10,6,10
751,Scarlett,10,5,9
752,Isabella,5,6,5
753,Quinn,10,8,8
754,Jennifer,10,2,1
755,Zenaida,1,5,8
756,Ainsley,1,10,7
757,Margaret,6,6,8
758,Dorothy,4,3,7
759,Rae,2,2,9
760,Cora,7,2,4
761,Ava,8,7,2
762,Desiree,1,10,9
763,Nerea,5,9,7
764,Nayda,6,4,7
765,Keiko,7,5,8
766,Hadley,3,3,3
767,Dora,4,2,1
768,Portia,1,8,2
769,Zephr,10,6,10
770,Savannah,1,5,2
771,Hanna,1,3,4
772,Lacey,6,3,10
773,Emi,7,9,4
774,Ciara,5,2,7
775,Patience,7,9,5
776,Kitra,4,7,3
777,Chiquita,6,7,7
778,Sloane,1,2,5
779,Natalie,10,2,9
780,Lisandra,8,3,8
781,Lois,5,6,2
782,Vivian,10,1,10
783,Odette,5,7,6
784,Lois,10,3,5
785,Denise,3,1,10
786,Rachel,9,2,1
787,Amaya,9,8,9
788,Cameran,8,4,8
789,Hyacinth,6,1,6
790,Courtney,7,8,8
791,Penelope,4,4,5
792,Quyn,6,6,5
793,Mira,7,6,7
794,Zelenia,4,7,8
795,Nyssa,10,4,2
796,Whitney,8,5,8
797,Alexis,10,8,3
798,Teegan,4,10,2
799,Kirsten,10,8,7
800,Larissa,4,3,6
801,Echo,2,1,9
802,Keelie,1,9,6
803,Raya,4,3,10
804,Yvonne,9,1,6
805,Orli,8,10,4
806,Lisandra,8,7,10
807,Madaline,10,5,1
808,Alice,6,3,2
809,Odessa,10,2,9
810,Anjolie,10,10,6
811,Margaret,5,8,2
812,Nola,1,5,5
813,Shaeleigh,6,5,6
814,Rhea,5,6,3
815,Chloe,10,10,4
816,Maggie,6,7,4
817,Ainsley,9,2,8
818,Kellie,4,6,10
819,Tasha,1,10,5
820,Clare,2,1,5
821,Regina,2,10,4
822,Maya,1,8,1
823,Beverly,3,6,1
824,Alexa,4,1,6
825,Veda,9,9,4
826,Brynn,9,3,1
827,Brielle,8,3,1
828,Faith,10,9,5
829,Colette,8,9,8
830,Isadora,9,7,1
831,Lacota,3,6,5
832,Liberty,7,1,9
833,Felicia,3,9,7
834,Charissa,1,5,2
835,Diana,1,6,9
836,Dahlia,4,2,7
837,Glenna,7,1,10
838,Joy,2,10,4
839,Hermione,6,9,7
840,Abigail,7,7,2
841,Jessica,4,9,4
842,Stacy,10,8,7
843,Cynthia,2,10,10
844,Leah,6,7,9
845,Zelenia,1,1,6
846,Ignacia,8,8,4
847,Camilla,5,1,4
848,Olympia,2,4,1
849,Galena,10,1,8
850,Dacey,4,1,3
851,Briar,1,4,9
852,Amelia,3,1,10
853,Christine,6,3,4
854,Ebony,10,9,2
855,Jolie,1,2,10
856,Whitney,7,10,7
857,Deanna,5,6,2
858,Morgan,1,3,10
859,India,2,1,9
860,Rylee,10,10,8
861,Lacota,3,2,5
862,Tasha,6,2,4
863,Clare,10,9,5
864,Callie,2,2,4
865,Aphrodite,5,6,8
866,Ivory,10,10,1
867,Rhiannon,1,1,6
868,Autumn,3,4,7
869,Stephanie,9,8,10
870,Kristen,7,10,10
871,Maisie,9,3,4
872,Regan,1,9,2
873,Claire,1,6,9
874,Holly,8,7,2
875,Brynn,3,7,8
876,Marcia,1,6,7
877,Nevada,4,5,3
878,Rhea,7,9,2
879,Georgia,8,7,1
880,Olivia,7,6,2
881,Latifah,3,3,3
882,Rose,8,6,2
883,Vivian,6,6,2
884,Chelsea,5,6,5
885,Laura,1,2,10
886,Jada,7,5,8
887,Lacota,5,9,1
888,Pamela,5,1,5
889,Desirae,2,3,7
890,Sandra,8,10,5
891,Brooke,6,8,10
892,Zia,8,6,1
893,Selma,4,8,8
894,Farrah,7,7,2
895,Olga,5,5,7
896,Regina,1,7,6
897,Blossom,8,7,9
898,Candice,9,1,10
899,Quincy,5,8,8
900,Dawn,8,8,6
901,Kaye,9,10,5
902,Hannah,3,3,3
903,Zia,9,3,2
904,Margaret,3,2,2
905,Maite,3,2,10
906,Doris,9,8,8
907,Hadley,5,2,1
908,Kristen,6,8,6
909,McKenzie,8,6,7
910,Kai,9,6,7
911,Kyla,6,5,3
912,Desiree,5,1,8
913,Chastity,1,1,4
914,Daria,9,1,1
915,Florence,8,7,3
916,Uma,2,2,8
917,Jolene,4,4,4
918,Ina,2,1,5
919,Sarah,2,8,7
920,Calista,8,2,10
921,Quon,1,5,9
922,Hope,10,8,5
923,Joan,10,1,7
924,Zephr,7,10,10
925,Yvonne,8,2,6
926,Lisandra,10,3,7
927,Dahlia,7,3,10
928,Jaden,6,10,9
929,Regan,2,7,1
930,Shoshana,10,4,5
931,Tatyana,9,3,3
932,Shaine,9,4,4
933,Priscilla,7,7,3
934,Xantha,10,4,6
935,Fredericka,5,7,8
936,Rebecca,3,1,10
937,Quyn,1,5,1
938,Hyacinth,5,2,5
939,Hedwig,10,6,5
940,Martena,4,4,3
941,Orla,9,9,3
942,Leslie,6,8,5
943,Kelsie,8,5,6
944,Audrey,2,7,6
945,Rosalyn,4,2,1
946,Miriam,6,7,1
947,Eden,4,3,3
948,Chelsea,7,4,10
949,Aline,10,2,3
950,Grace,8,6,2
951,Ramona,5,9,8
952,Yvette,4,2,6
953,Jennifer,3,5,4
954,Hillary,8,1,9
955,Jennifer,2,10,5
956,Ina,10,10,3
957,Mercedes,6,2,4
958,Anjolie,4,8,3
959,Lavinia,5,10,8
960,Elaine,5,5,2
961,Ruby,3,5,9
962,Charissa,8,1,4
963,Winifred,8,1,4
964,Lisandra,8,4,3
965,Haley,2,10,2
966,Isabella,10,6,9
967,Ariana,4,10,5
968,Ann,4,5,3
969,Myra,3,2,1
970,Jolene,5,8,4
971,Iola,5,8,7
972,Vielka,4,5,10
973,Phoebe,2,3,2
974,Kelly,2,9,7
975,Rhoda,9,1,5
976,Risa,4,5,6
977,Brynne,6,6,5
978,Pandora,6,9,8
979,Aimee,3,4,6
980,Sacha,6,8,7
981,Quintessa,8,10,1
982,Aretha,1,1,5
983,Jade,4,9,7
984,Lucy,6,5,2
985,Guinevere,4,10,10
986,Pamela,2,5,3
987,Hope,1,3,10
988,Alyssa,5,1,5
989,Holly,2,10,1
990,Chava,7,6,7
991,Virginia,7,1,4
992,Dara,4,9,1
993,Eleanor,3,1,10
994,Haviva,3,4,1
995,Whoopi,2,1,8
996,Kai,10,1,4
997,Mallory,10,4,5
998,Carla,8,5,3
999,Miriam,6,5,4
